41.000000,880.000000,129.000000,322.000000,126.000000,452600.000000
21.000000,7099.000000,1106.000000,2401.000000,1138.000000,358500.000000
52.000000,1467.000000,190.000000,496.000000,177.000000,352100.000000
52.000000,1274.000000,235.000000,558.000000,219.000000,341300.000000
52.000000,1627.000000,280.000000,565.000000,259.000000,342200.000000
52.000000,919.000000,213.000000,413.000000,193.000000,269700.000000
52.000000,2535.000000,489.000000,1094.000000,514.000000,299200.000000
52.000000,3104.000000,687.000000,1157.000000,647.000000,241400.000000
42.000000,2555.000000,665.000000,1206.000000,595.000000,226700.000000
52.000000,3549.000000,707.000000,1551.000000,714.000000,261100.000000
52.000000,2202.000000,434.000000,910.000000,402.000000,281500.000000
52.000000,3503.000000,752.000000,1504.000000,734.000000,241800.000000
52.000000,2491.000000,474.000000,1098.000000,468.000000,213500.000000
52.000000,696.000000,191.000000,345.000000,174.000000,191300.000000
52.000000,2643.000000,626.000000,1212.000000,620.000000,159200.000000
50.000000,1120.000000,283.000000,697.000000,264.000000,140000.000000
52.000000,1966.000000,347.000000,793.000000,331.000000,152500.000000
52.000000,1228.000000,293.000000,648.000000,303.000000,155500.000000
50.000000,2239.000000,455.000000,990.000000,419.000000,158700.000000
52.000000,1503.000000,298.000000,690.000000,275.000000,162900.000000
40.000000,751.000000,184.000000,409.000000,166.000000,147500.000000
42.000000,1639.000000,367.000000,929.000000,366.000000,159800.000000
52.000000,2436.000000,541.000000,1015.000000,478.000000,113900.000000
52.000000,1688.000000,337.000000,853.000000,325.000000,99700.000000
52.000000,2224.000000,437.000000,1006.000000,422.000000,132600.000000
41.000000,535.000000,123.000000,317.000000,119.000000,107500.000000
49.000000,1130.000000,244.000000,607.000000,239.000000,93800.000000
52.000000,1898.000000,421.000000,1102.000000,397.000000,105500.000000
50.000000,2082.000000,492.000000,1131.000000,473.000000,108900.000000
52.000000,729.000000,160.000000,395.000000,155.000000,132000.000000
49.000000,1916.000000,447.000000,863.000000,378.000000,122300.000000
52.000000,2153.000000,481.000000,1168.000000,441.000000,115200.000000
48.000000,1922.000000,409.000000,1026.000000,335.000000,110400.000000
49.000000,1655.000000,366.000000,754.000000,329.000000,104900.000000
51.000000,2665.000000,574.000000,1258.000000,536.000000,109700.000000
49.000000,1215.000000,282.000000,570.000000,264.000000,97200.000000
48.000000,1798.000000,432.000000,987.000000,374.000000,104500.000000
52.000000,1511.000000,390.000000,901.000000,403.000000,103900.000000
52.000000,1470.000000,330.000000,689.000000,309.000000,191400.000000
52.000000,2432.000000,715.000000,1377.000000,696.000000,176000.000000
52.000000,1665.000000,419.000000,946.000000,395.000000,155400.000000
51.000000,936.000000,311.000000,517.000000,249.000000,150000.000000
49.000000,713.000000,202.000000,462.000000,189.000000,118800.000000
52.000000,950.000000,202.000000,467.000000,198.000000,188800.000000
52.000000,1443.000000,311.000000,660.000000,292.000000,184400.000000
52.000000,1656.000000,420.000000,718.000000,382.000000,182300.000000
50.000000,1125.000000,322.000000,616.000000,304.000000,142500.000000
43.000000,1007.000000,312.000000,558.000000,253.000000,137500.000000
40.000000,624.000000,195.000000,423.000000,160.000000,187500.000000
40.000000,946.000000,375.000000,700.000000,352.000000,112500.000000
21.000000,896.000000,453.000000,735.000000,438.000000,171900.000000
43.000000,1868.000000,456.000000,1061.000000,407.000000,93800.000000
41.000000,3221.000000,853.000000,1959.000000,720.000000,97500.000000
52.000000,1630.000000,456.000000,1162.000000,400.000000,104200.000000
52.000000,1170.000000,235.000000,701.000000,233.000000,87500.000000
52.000000,945.000000,243.000000,576.000000,220.000000,83100.000000
52.000000,1238.000000,288.000000,622.000000,259.000000,87500.000000
52.000000,1489.000000,335.000000,728.000000,244.000000,85300.000000
52.000000,1387.000000,341.000000,1074.000000,304.000000,80300.000000
2.000000,158.000000,43.000000,94.000000,57.000000,60000.000000
52.000000,1121.000000,211.000000,554.000000,187.000000,75700.000000
49.000000,135.000000,29.000000,86.000000,23.000000,75000.000000
50.000000,760.000000,190.000000,377.000000,122.000000,86100.000000
52.000000,1224.000000,237.000000,521.000000,159.000000,76100.000000
48.000000,828.000000,182.000000,392.000000,133.000000,73500.000000
52.000000,1010.000000,209.000000,604.000000,187.000000,78400.000000
48.000000,1455.000000,354.000000,788.000000,332.000000,84400.000000
